keyword,title,date,url,content
台湾问题,外交部：敦促美方认清台湾问题的高度敏感性,2025-12-05 18:04:02,http://world.people.com.cn/n1/2025/1205/c1002-40618473.html,新华社北京12月5日电（记者邵艺博、孙楠）就美方有关媒体为台湾当局领导人散布“台独”分裂谬论提供平台，外交部发言人林剑5日表示，中方对此坚决反对，敦促美方认清台湾问题的高度敏感性，将美国领导人所作承诺落到实处。 当日例行记者会上，有记者问：据报道，赖清德日前以预录制视频形式参加《纽约时报》相关活动并就台海局势大放厥词。中方对此有何评论？ 林剑表示，美方有关媒体为台湾当局领导人散布“台独”分裂谬论提供平台，严重违反一个中国原则和中美三个联合公报，向“台独”分裂势力发出严重错误信号。中方对此坚决反对。 林剑说，赖清德有关言行再次暴露其顽固“台独”分子本质和“倚美谋独”险恶图谋，再次证明他是“和平破坏者”“麻烦制造者”。“我们敦促美方认清台湾问题的高度敏感性，将美国领导人所作承诺落到实处。无论赖清德说什么、做什么，都是螳臂当车，注定失败。”
台湾问题,俄外交部敦促日本回归其“和平宪法”立场,2025-12-05 11:27:23,http://world.people.com.cn/n1/2025/1205/c1002-40618265.html,新华社圣彼得堡12月4日电（记者陈畅）俄罗斯外交部发言人扎哈罗娃4日说，日本当局近日不断发表的涉台错误言论和其涉军动向加剧了地区紧张局势，日方应回归其“和平宪法”立场。 　　“独联体国家人民关于伟大卫国战争集体记忆国际会议”4日在圣彼得堡举行，俄外交部在该会议框架内举行了记者会。扎哈罗娃在回答新华社记者提问时说，日本政府执迷不悟，不断发表种种涉台错误言论。俄罗斯在台湾问题上的原则立场始终如一，俄方承认台湾是中国不可分割的一部分，反对以任何形式谋求“台独”。台湾问题是中国内政，中方完全有正当理由捍卫主权和领土完整。 　　扎哈罗娃强调，俄方多次敦促日方停止重走军事化道路，回归其“和平宪法”立场。日本宪法规定，日本永远放弃以国权发动的战争。而日本当局的好战言论与行动不仅加剧了地区紧张局势，更与日本宪法直接相悖。 　　扎哈罗娃说，必须捍卫历史真相，抵制篡改历史、挑战战后国际秩序的行为，与纳粹和法西斯主义抗争是人类的共同责任。
台湾问题,外交部：敦促美方认清台湾问题的高度敏感性,2025-12-05 15:49:29,http://world.people.com.cn/n1/2025/1205/c1002-40618385.html,新华社北京12月5日电（记者邵艺博、孙楠）外交部发言人林剑12月5日表示，美方有关媒体为台湾当局领导人散布“台独”分裂谬论提供平台，严重违反一个中国原则和中美三个联合公报，向“台独”分裂势力发出严重错误信号，中方对此坚决反对。我们敦促美方认清台湾问题的高度敏感性，将美国领导人所作承诺落到实处。无论赖清德说什么做什么，都是螳臂当车，注定失败。
台湾问题,王毅会见法国外长巴罗,2025-12-04 08:25:53,http://cpc.people.com.cn/n1/2025/1204/c64094-40617018.html,新华社北京12月3日电  中共中央政治局委员、外交部长王毅3日在北京会见法国外长巴罗。 　　王毅表示，马克龙总统正式开启第四次对华国事访问。相信在双方共同努力下，此访将进一步增进战略互信，深化战略合作，为中法全面战略伙伴关系发展注入新动力。 　　王毅介绍了日本现职领导人涉台错误言论的本质和严重危害，阐述了中方原则立场，表示绝不允许日本借台湾问题生事，重蹈历史覆辙。 　　巴罗表示，马克龙总统高度重视对华关系，特别是同习近平主席的特殊深厚友谊。法方坚定奉行一个中国政策。
台湾问题,王毅同拉夫罗夫共同强调维护二战胜利成果,2025-12-04 05:57:21,http://politics.people.com.cn/n1/2025/1204/c1001-40616859.html,本报莫斯科12月2日电  （记者隋鑫、肖新新）当地时间2025年12月2日，中共中央政治局委员、外交部长王毅在莫斯科会见俄罗斯外长拉夫罗夫。 　　王毅表示，在习近平主席和普京总统战略引领下，中俄关系无惧风高浪急，勇于迎难而上，实现高水平、广维度、高质量发展。两国元首结合年内相互出席纪念二战胜利80周年活动，两度深入沟通，共同着眼百年变局，为中俄关系把方向、谋未来，也给世界提供稳定性、确定性。特别是双方一致同意，坚定维护二战胜利成果，坚决反对任何企图为殖民侵略翻案的倒行逆施，发出了主持正义、维护公道的时代强音。中俄作为联合国安理会常任理事国和新时代全面战略协作伙伴，要继续协调配合，坚决遏止日本极右势力破坏地区和平稳定、企图再军事化的挑衅行径。 　　王毅说，普京总统刚刚签署对中国公民免签令，这是中俄新时代全面战略协作伙伴关系的生动体现，将进一步便利两国人员往来、促进各领域交流合作。中方愿同俄方落实好免签政策，把好事办好。明年是中俄战略协作伙伴关系建立30周年和《中俄睦邻友好合作条约》签署25周年，中俄关系发展将迎来新的历史契机。 　　拉夫罗夫表示，今年两国元首实现互访，为进一步夯实俄中全面战略协作关系注入新动力。俄方恪守一个中国原则，坚定支持中方在台湾问题上的立场。愿以明年《俄中睦邻友好合作条约》缔结25周年为契机，密切高层交往，深化务实合作，增进人员往来，实现互利共赢。 　　双方还就其他共同关心的国际和地区问题深入交换意见。
台湾问题,王毅同拉夫罗夫共同强调维护二战胜利成果,2025-12-04 08:25:53,http://cpc.people.com.cn/n1/2025/1204/c64094-40617017.html,本报莫斯科12月2日电  （记者隋鑫、肖新新）当地时间2025年12月2日，中共中央政治局委员、外交部长王毅在莫斯科会见俄罗斯外长拉夫罗夫。 　　王毅表示，在习近平主席和普京总统战略引领下，中俄关系无惧风高浪急，勇于迎难而上，实现高水平、广维度、高质量发展。两国元首结合年内相互出席纪念二战胜利80周年活动，两度深入沟通，共同着眼百年变局，为中俄关系把方向、谋未来，也给世界提供稳定性、确定性。特别是双方一致同意，坚定维护二战胜利成果，坚决反对任何企图为殖民侵略翻案的倒行逆施，发出了主持正义、维护公道的时代强音。中俄作为联合国安理会常任理事国和新时代全面战略协作伙伴，要继续协调配合，坚决遏止日本极右势力破坏地区和平稳定、企图再军事化的挑衅行径。 　　王毅说，普京总统刚刚签署对中国公民免签令，这是中俄新时代全面战略协作伙伴关系的生动体现，将进一步便利两国人员往来、促进各领域交流合作。中方愿同俄方落实好免签政策，把好事办好。明年是中俄战略协作伙伴关系建立30周年和《中俄睦邻友好合作条约》签署25周年，中俄关系发展将迎来新的历史契机。 　　拉夫罗夫表示，今年两国元首实现互访，为进一步夯实俄中全面战略协作关系注入新动力。俄方恪守一个中国原则，坚定支持中方在台湾问题上的立场。愿以明年《俄中睦邻友好合作条约》缔结25周年为契机，密切高层交往，深化务实合作，增进人员往来，实现互利共赢。 　　双方还就其他共同关心的国际和地区问题深入交换意见。
台湾问题,王毅同拉夫罗夫共同强调维护二战胜利成果,2025-12-03 08:47:51,http://politics.people.com.cn/n1/2025/1203/c1001-40616355.html,新华社莫斯科12月2日电（记者栾海）当地时间2025年12月2日，中共中央政治局委员、外交部长王毅在莫斯科会见俄罗斯外长拉夫罗夫。 　　王毅表示，在习近平主席和普京总统战略引领下，中俄关系无惧风高浪急，勇于迎难而上，实现高水平、广维度、高质量发展。两国元首结合年内相互出席纪念二战胜利80周年活动，两度深入沟通，共同着眼百年变局，为中俄关系把方向、谋未来，也给世界提供稳定性、确定性。特别是双方一致同意，坚定维护二战胜利成果，坚决反对任何企图为殖民侵略翻案的倒行逆施，发出了主持正义、维护公道的时代强音。中俄作为联合国安理会常任理事国和新时代全面战略协作伙伴，要继续协调配合，坚决遏止日本极右势力破坏地区和平稳定、企图再军事化的挑衅行径。 　　王毅说，普京总统刚刚签署对中国公民免签令，这是中俄新时代全面战略协作伙伴关系的生动体现，将进一步便利两国人员往来、促进各领域交流合作。中方愿同俄方落实好免签政策，把好事办好。明年是中俄战略协作伙伴关系建立30周年和《中俄睦邻友好合作条约》签署25周年，中俄关系发展将迎来新的历史契机。 　　拉夫罗夫表示，今年两国元首实现互访，为进一步夯实俄中全面战略协作关系注入新动力。俄方恪守一个中国原则，坚定支持中方在台湾问题上的立场。愿以明年《俄中睦邻友好合作条约》缔结25周年为契机，密切高层交往，深化务实合作，增进人员往来，实现互利共赢。 　　双方还就其他共同关心的国际和地区问题深入交换意见。
台湾问题,赖清德恐吓不可触碰“两制”台湾方案 国台办：充分暴露其“恐怖政治、绿色独裁”本质,2025-12-03 13:57:18,http://tw.people.com.cn/n1/2025/1203/c14657-40616664.html,新华社北京12月3日电（记者赵博、李寒芳）针对赖清德近日恐吓台湾社会不可碰触“一国两制”台湾方案的言论，国务院台办发言人张晗3日在例行新闻发布会上应询表示，赖清德肆意钳制台湾民众参与两岸交流的自由，粗暴剥夺老百姓追求更加美好生活的权利，充分暴露其“恐怖政治、绿色独裁”本质。 新华社记者问：赖清德近日鼓吹确立“一国两制”台湾方案是台湾社会不可触碰之红线，声称要在此基础上对岛内政党、法人团体、民间社团等与大陆交流及政治对话进行管控。对此有何评论？张晗在答问时作上述表示。 张晗表示，“一国两制”是一个和平的方案、民主的方案、善意的方案、共赢的方案。统一后，有强大祖国做后盾，台湾同胞民生福祉会更好，发展空间会更大，更加安全、更有尊严，在国际上腰杆会更硬、底气会更足，台湾将永保太平，民众将安居乐业。台湾同胞将同大陆同胞一道，共享我们伟大国家的尊严和荣耀，迎来繁荣稳定的光明未来。 张晗强调，台湾问题是中国核心利益中的核心，事关14亿多中国人民的民族感情，是绝对不容逾越的红线。如果“台独”分裂势力胆敢突破红线，我们必将断然出手、迎头痛击。我们将继续在坚持一个中国原则的基础上，同台湾各政党、团体和各界人士就两岸关系和国家统一问题广泛交换意见，开展深入协商，共同推动两岸关系和平发展、推进祖国统一大业。 赖清德日前声称“台湾绝不属于中国的一部分”“台湾前途由生活在这块土地上的2300万人共同决定”。对此，张晗答问指出，赖清德的分裂谬论充斥着敌意与对抗、偏执与狂妄，其“台独”立场之顽固、挑衅对抗之猖狂，充分暴露其为一党一己之私，不惜把台湾民众绑上“台独”战车，把台湾推向兵凶战危险境的邪恶本质，是不折不扣的“和平破坏者”“危机制造者”和“战争煽动者”。 她表示，台湾属于中国事实清晰，地位明确。有关台湾的全部历史、事实和法律证明，台湾是中国的台湾，从来不是一个国家，也永远不会成为一个国家。两岸同胞同属中华民族，都是中国人，台湾的前途只能由包括台湾同胞在内的14亿多中国人共同决定。“台独”意味着战争，是死路一条。任何人任何势力都不要低估中国人民捍卫国家主权和领土完整的坚强决心、坚定意志、强大能力，中国终将统一、也必将统一的历史大势不可阻挡。 张晗在回答相关问题时还表示，体现一个中国原则的“九二共识”是两岸关系发展的政治基础和台海和平稳定的定海神针。只有坚持“九二共识”、反对“台独”，才有台海和平稳定，台湾同胞才能安居乐业。让两岸关系越来越好、同胞利益福祉越来越多，是两岸中国人的共同期盼。
台湾问题,王毅同拉夫罗夫共同强调维护二战胜利成果,2025-12-03 09:02:16,http://politics.people.com.cn/n1/2025/1203/c1001-40616424.html,新华社莫斯科12月2日电（记者栾海）当地时间2025年12月2日，中共中央政治局委员、外交部长王毅在莫斯科会见俄罗斯外长拉夫罗夫。 　　王毅表示，今年以来，国际环境愈发不稳定、不确定、难预料。在习近平主席和普京总统战略引领下，中俄关系无惧风高浪急，勇于迎难而上，实现高水平、广维度、高质量发展。两国元首结合年内相互出席纪念二战胜利80周年活动，两度深入沟通，共同着眼百年变局，为中俄关系把方向、谋未来，也给世界提供稳定性、确定性。特别是双方一致同意，坚定维护二战胜利成果，坚决反对任何企图为殖民侵略翻案的倒行逆施，发出了主持正义、维护公道的时代强音。中俄作为联合国安理会常任理事国和新时代全面战略协作伙伴，要继续协调配合，坚决遏止日本极右势力破坏地区和平稳定、企图再军事化的挑衅行径。 　　王毅说，普京总统刚刚签署对中国公民免签令，这是中俄新时代全面战略协作伙伴关系的生动体现，将进一步便利两国人员往来、促进各领域交流合作。中方愿同俄方落实好免签政策，把好事办好。明年是中俄战略协作伙伴关系建立30周年和《中俄睦邻友好合作条约》签署25周年，中俄关系发展将迎来新的历史契机。中方愿继续同俄方一道，全面落实两国元首重要共识，以更坚定的相互支持、更有力的战略协作、更进取的互利合作，给两国人民带来更多福祉，推动国际秩序朝着更加公正合理的方向发展。 　　拉夫罗夫表示，今年两国元首实现互访，为进一步夯实俄中全面战略协作关系注入新动力。俄方恪守一个中国原则，坚定支持中方在台湾问题上的立场。愿以明年《俄中睦邻友好合作条约》缔结25周年为契机，密切高层交往，深化务实合作，增进人员往来，实现互利共赢。俄方支持中方主办亚太经合组织领导人非正式会议，赞赏并支持习近平主席提出的全球治理倡议，愿同中方共同维护联合国宪章宗旨和原则，加强联合国及其安理会、亚太经合组织、上海合作组织和金砖国家等多边框架下的合作，捍卫两国各自国家利益，维护国际安全稳定。 　　拉夫罗夫介绍了对乌克兰危机的看法，赞赏中方秉持客观、公正立场，愿同中方保持沟通。王毅阐述了中方一贯立场，表示中方将继续为政治解决危机发挥建设性作用。 　　双方还就其他共同关心的国际和地区问题深入交换意见。
台湾问题,王毅会见法国外长巴罗,2025-12-03 23:46:19,http://politics.people.com.cn/n1/2025/1203/c1001-40616828.html,新华社北京12月3日电　中共中央政治局委员、外交部长王毅3日在北京会见法国外长巴罗。 　　王毅表示，马克龙总统正式开启第四次对华国事访问。相信在双方共同努力下，此访将进一步增进战略互信，深化战略合作，为中法全面战略伙伴关系发展注入新动力。 　　王毅介绍了日本现职领导人涉台错误言论的本质和严重危害，阐述了中方原则立场，表示绝不允许日本借台湾问题生事，重蹈历史覆辙。 　　巴罗表示，马克龙总统高度重视对华关系，特别是同习近平主席的特殊深厚友谊。法方坚定奉行一个中国政策。
